orderT;kuryeApp.orderT.reject.question;{{ id }} no'lu Sipariþi Reddetmek Ýstediðinize Emin Misiniz?
orderT;kuryeApp.orderT.sendingDate;Gönderim Tarihi
orderT;kuryeApp.orderT.confirm.question;{{ id }} no'lu Sipariþi Onaylamak Ýstediðinize Emin Misiniz?
orderT;kuryeApp.orderT.home.title;Sipariþler
orderT;kuryeApp.orderT.additionalPayments;Ek Ödemeler
orderT;kuryeApp.orderT.delete.question;{{ id }} no'lu Sipariþi Silmek Ýstediðinize Emin misiniz?
orderT;kuryeApp.orderT.customer;Müþteri
orderT;kuryeApp.orderT.updated;{{ param }} no'lu Sipariþ Deðiþtirildi
orderT;kuryeApp.orderT.detail.title;Sipariþ
orderT;kuryeApp.orderT.images;Resimler
orderT;kuryeApp.orderT.toCustomer;Nereye
orderT;kuryeApp.orderT.fromCustomer;Nereden
orderT;kuryeApp.orderT.company;Firma
orderT;kuryeApp.orderT.status;Durum
orderT;kuryeApp.orderT.deleted;{{ param }} no'lu Sipariþ Silindi
orderT;kuryeApp.orderT.companyPacketService;Hizmet Paketi
orderT;kuryeApp.orderT.home.createLabel;Yeni Sipariþ Oluþtur
orderT;kuryeApp.orderT.home.notFound;Sipariþ Bulunamadý
orderT;kuryeApp.orderT.fromAdress;Alým Adresi
orderT;kuryeApp.orderT.reject.button;Sipariþi Reddet
orderT;kuryeApp.orderT.price;Tutar
orderT;kuryeApp.orderT.home.createOrEditLabel;Sipariþ Oluþtur veya Düzenle
orderT;kuryeApp.orderT.toAddress;Teslimat Adresi
orderT;kuryeApp.orderT.created;{{ param }} no'lu Sipariþ Oluþturuldu
orderT;kuryeApp.orderT.confirm.button;Sipariþi Onayla
orderT;kuryeApp.orderT.uuid;Uuid
orderT;kuryeApp.orderT.products;Ürünler
password;password.title;[<strong>{{username}}</strong>] kullanýcýsý için þifre
password;password.messages.error;<strong>Bir hata oluþtu!</strong> Þifre deðiþtirilemedi.
password;password.messages.success;<strong>Þifre deðiþtirildi!</strong>
password;password.form.button;Kaydet
priceList;kuryeApp.priceList.home.createLabel;Yeni Fiyat Listesi Oluþtur
priceList;kuryeApp.priceList.home.title;Fiyat Listeleri
priceList;kuryeApp.priceList.deliveryRegion;Teslimat Bölgesi
priceList;kuryeApp.priceList.home.createOrEditLabel;Fiyat Listesi Oluþtur veya Düzenle
priceList;kuryeApp.priceList.loadRegionGroup;Alým Bölge Grubu
priceList;kuryeApp.priceList.updated;{{ param }} no'lu Fiyat Listesi Deðiþtirildi
priceList;kuryeApp.priceList.price;Fiyat
priceList;kuryeApp.priceList.duration;Süre (dk.)
priceList;kuryeApp.priceList.created;{{ param }} no'lu Fiyat Listesi Oluþturuldu
priceList;kuryeApp.priceList.detail.title;Fiyat Listesi
priceList;kuryeApp.priceList.home.notFound;Fiyat Listesi Bulunamadý
priceList;kuryeApp.priceList.status;Durum
priceList;kuryeApp.priceList.currencyType;Para Birimi
priceList;kuryeApp.priceList.deleted;{{ param }} no'lu Fiyat Listesi Silindi
priceList;kuryeApp.priceList.companyPacket;Ek Hizmet Paketi
priceList;kuryeApp.priceList.deliveryRegionGroup;Teslimat Bölge Grubu
priceList;kuryeApp.priceList.delete.question;{{ id }} no'lu Fiyat Listesini Silmek Ýstediðinize Emin misiniz?
priceList;kuryeApp.priceList.statuson;Aktif
priceList;kuryeApp.priceList.loadRegion;Alým Bölgesi
priceList;kuryeApp.priceList.statusoff;Pasif
productType;kuryeApp.productType.deleted;{{ param }} no'lu Ürün Türü Silindi
productType;kuryeApp.productType.statusoff;Pasif
productType;kuryeApp.productType.created;{{ param }} no'lu Ürün Türü Oluþturuldu
productType;kuryeApp.productType.updated;{{ param }} no'lu Ürün Türü Deðiþtirildi
productType;kuryeApp.productType.companyType;Firma Türü
productType;kuryeApp.productType.home.title;Ürün Türleri
productType;kuryeApp.productType.home.createOrEditLabel;Ürün Türü Oluþtur veya Düzenle
productType;kuryeApp.productType.home.notFound;Ürün Türü Bulunamadý
productType;kuryeApp.productType.home.createLabel;Yeni Ürün Türü Oluþtur
productType;kuryeApp.productType.delete.question;{{ id }} no'lu Ürün Türünü Silmek Ýstediðinize Emin misiniz?
productType;kuryeApp.productType.detail.title;Ürün Türü
productType;kuryeApp.productType.name;Ürün Türü
productType;kuryeApp.productType.status;Durum
productType;kuryeApp.productType.statuson;Aktif
region;kuryeApp.region.deleted;{{ param }} no'lu Bölge Silindi
region;kuryeApp.region.home.createOrEditLabel;Bölge Oluþtur veya Düzenle
region;kuryeApp.region.home.notFound;Bölge Bulunamadý
region;kuryeApp.region.district;Semt
region;kuryeApp.region.detail.title;Bölge
region;kuryeApp.region.name;Bölge
region;kuryeApp.region.home.createLabel;Yeni Bölge Oluþtur
region;kuryeApp.region.updated;{{ param }} no'lu Bölge Deðiþtirildi
region;kuryeApp.region.home.title;Bölgeler
region;kuryeApp.region.delete.question;{{ id }} no'lu Bölgeyi Silmek Ýstediðinize Emin misiniz?
region;kuryeApp.region.home.search;Bölge Ara
region;kuryeApp.region.placeHolder;Ülke / Þehir / Semt
region;kuryeApp.region.city;Þehir
region;kuryeApp.region.country;Ülke
region;kuryeApp.region.noRegion;Bölge Bulunamadý
region;kuryeApp.region.created;{{ param }} no'lu Bölge Oluþturuldu
region;kuryeApp.region.county;Ýlçe
region;kuryeApp.region.regionGroup;Grup
regionGroup;kuryeApp.regionGroup.home.createLabel;Yeni Grup Oluþtur
regionGroup;kuryeApp.regionGroup.created;{{ param }} no'lu Grup Oluþturuldu
regionGroup;kuryeApp.regionGroup.deleted;{{ param }} no'lu Grup Silindi
regionGroup;kuryeApp.regionGroup.updated;{{ param }} no'lu Grup Deðiþtirildi
regionGroup;kuryeApp.regionGroup.detail.title;Grub
regionGroup;kuryeApp.regionGroup.home.notFound;Grup Bulunamadý
regionGroup;kuryeApp.regionGroup.company;Firma
regionGroup;kuryeApp.regionGroup.region;Bölge
regionGroup;kuryeApp.regionGroup.name;Grup
regionGroup;kuryeApp.regionGroup.home.title;Gruplar
regionGroup;kuryeApp.regionGroup.home.createOrEditLabel;Grup Oluþtur veya Düzenle
regionGroup;kuryeApp.regionGroup.regions;Bölgeler
regionGroup;kuryeApp.regionGroup.delete.question;{{ id }} no'lu Grubu Silmek Ýstediðinize Emin misiniz?
register;register.form.button;Kayýt Ol
register;register.messages.error.userexists;<strong>Girdiðiniz kullanýcý sistemde mevcut!</strong> Lütfen baþka bir kullanýcý deneyin.
register;register.messages.error.emailexists;<strong>Email adresi zaten kullanýlýyor!</strong> Lütfen baþka bir mail seçiniz.
register;register.messages.validate.login.required;Kullanýcý adý zorunlu.
register;register.messages.success;<strong>Kayýt iþlemi yapýldý!</strong> Lütfen onay için e-posta'nýzý kontrol edin.
register;register.title;Kayýt
register;register.messages.error.fail;<strong>Kayýt iþlemi baþarýsýz oldu!</strong> Lütfen daha sonra tekrar deneyin.
register;register.messages.validate.login.pattern;Your username is invalid.
register;register.messages.validate.login.maxlength;Kullanýcý adý en fazla 50 karakter olabilir
register;register.messages.validate.login.minlength;Kullanýcý adý en az 1 karakter olmak zorundadýr
reset;reset.finish.messages.keymissing;Þifre sýfýrlama anahtarý geçersiz.
reset;reset.request.form.button;Þifreyi sýfýrla
reset;reset.finish.title;Þifreyi sýfýrla
reset;reset.finish.messages.info;Yeni þifre seç
reset;reset.finish.messages.success;<strong>Þifren sýfýrlandý.</strong> Lütfen 
reset;reset.request.messages.success;Þifreni nasýl sýfýrlayacaðýný öðrenmek için e-postalarýný kontrol et.
reset;reset.request.messages.info;Kayýt olurken kullandýðýn email adresini gir
reset;reset.finish.form.button;Yeni þifreyi doðrula
reset;reset.finish.messages.error;Þifren sýfýrlanamaz. Þifre isteði sadece 24 saat geçerlidir.
reset;reset.request.title;Þifreni sýfýrla
sessions;sessions.title;[<strong>{{username}}</strong>] kullanýcýsý için aktif oturumlar
sessions;sessions.table.button;Etkisizleþtir
sessions;sessions.messages.error;<strong>BÝr hata oluþtu!</strong> Oturum etkisizleþtirilemedi.
sessions;sessions.table.date;Tarih
sessions;sessions.table.useragent;Kullanýcý Bilgisi
sessions;sessions.messages.success;<strong>Oturum etkisizleþtirildi!</strong>
sessions;sessions.table.ipaddress;IP adresi
settings;settings.messages.validate.firstname.maxlength;Ýsim en fazla 50 karakter olabilir
settings;settings.form.lastname;Soyisim
settings;settings.form.firstname.placeholder;Adýnýz
settings;settings.messages.success;<strong>Ayarlar kaydedildi!</strong>
settings;settings.messages.validate.lastname.minlength;Soyisim en az 1 karakter olmak zorundadýr
settings;settings.messages.validate.firstname.minlength;Ýsim en az 1 karakter olmak zorundadýr
settings;settings.messages.validate.firstname.required;Ýsim zorunludur.
settings;settings.messages.error.fail;<strong>Bir hata oluþtu!</strong> Ayarlar kaydedilemedi.
settings;settings.form.lastname.placeholder;Soyadýnýz
settings;settings.messages.error.emailexists;<strong>Email adresi zaten kullanýlýyor!</strong> Lütfen baþka bir mail seçiniz.
settings;settings.form.firstname;Ýsim
settings;settings.title;Kullanýcý ayarlarý [<strong>{{username}}</strong>]
settings;settings.form.language;Dil
settings;settings.messages.validate.lastname.maxlength;Soyisim en fazla 50 karakter olabilir
settings;settings.messages.validate.lastname.required;Soyisim zorunludur.
settings;settings.form.button;Kaydet
user-management;userManagement.lastModifiedDate;Düzenleme tarihi
user-management;userManagement.detail.title;Kullanýcý
user-management;userManagement.deleted;{{ param }} kullanýcýsý silindi
user-management;userManagement.firstName;Ad
user-management;userManagement.home.createOrEditLabel;Kullanýcý oluþtur veya düzenle
user-management;userManagement.langKey;Dil
user-management;userManagement.updated;{{ param }} kullanýcýsý güncellendi
user-management;userManagement.home.createLabel;Yeni kullanýcý oluþtur
user-management;userManagement.createdBy;Oluþturan
user-management;userManagement.deactivated;Deaktif
user-management;userManagement.createdDate;Oluþturma tarihi
user-management;userManagement.activated;Aktif
user-management;userManagement.lastModifiedBy;Düzenleyen
user-management;userManagement.lastName;Soyad
user-management;userManagement.login;Giriþ
user-management;userManagement.home.title;Kullanýcýlar
user-management;userManagement.created;{{ param }} kullanýcýsý oluþturuldu
user-management;userManagement.profiles;Profiller
user-management;userManagement.delete.question;{{ login }} kullanýcýsýný silmek istediðinize emin misiniz?
user-management;userManagement.email;Eposta
user-management;userManagement.company;Firma
